strategy,agents,rewards
sab_transformer,5,"[[107.4495849609375, 102.81623077392578, 101.5633316040039, 93.76107788085938, 93.32406616210938, 103.17750549316406, 103.09651184082031, 98.43600463867188, 102.95980072021484, 93.12706756591797], [100.16352844238281, 98.69770812988281, 98.73768615722656, 105.61511993408203, 100.56283569335938, 98.08411407470703, 101.1765365600586, 107.78551483154297, 103.16693878173828, 97.0667495727539], [113.3089828491211, 96.71824645996094, 98.90071868896484, 102.73045349121094, 99.90520477294922, 100.19377899169922, 92.25713348388672, 89.54651641845703, 103.50820922851562, 94.60326385498047], [99.3360595703125, 96.14961242675781, 100.1802749633789, 103.44583129882812, 104.48328399658203, 98.23451232910156, 99.50956726074219, 107.52423095703125, 98.23542022705078, 102.52607727050781], [90.24425506591797, 108.96430206298828, 108.5912857055664, 93.75514221191406, 106.28764343261719, 114.88944244384766, 112.66216278076172, 117.9916000366211, 113.8266830444336, 106.1059341430664], [100.37449645996094, 95.83673095703125, 101.26493072509766, 99.94636535644531, 98.68818664550781, 92.95799255371094, 105.68099212646484, 94.45349884033203, 93.6434555053711, 98.39012145996094], [113.2485580444336, 110.3796615600586, 109.46576690673828, 118.2132568359375, 120.44905090332031, 104.98551940917969, 113.62776184082031, 112.38729095458984, 114.5259017944336, 121.68618774414062], [105.55028533935547, 108.63036346435547, 111.55964660644531, 103.2830581665039, 101.88739013671875, 108.57604217529297, 104.76553344726562, 95.76289367675781, 108.07792663574219, 115.960693359375], [107.48235321044922, 103.68936920166016, 87.99750518798828, 103.16679382324219, 95.15817260742188, 97.5459213256836, 107.53350067138672, 103.4795150756836, 100.80087280273438, 97.97179412841797], [100.2957992553711, 98.15426635742188, 104.48091125488281, 105.21646118164062, 94.82588958740234, 100.8534927368164, 97.12889862060547, 104.59796142578125, 99.67268371582031, 98.31639862060547]]"
sab_transformer,6,"[[84.6830825805664, 103.44219970703125, 95.47050476074219, 93.58478546142578, 114.51193237304688, 108.0084228515625, 98.28871154785156, 94.93413543701172, 101.1478271484375, 108.25598907470703], [103.87760162353516, 106.19867706298828, 109.4009780883789, 107.50812530517578, 106.93721771240234, 113.68756866455078, 104.37242889404297, 107.43172454833984, 107.17626953125, 111.18277740478516], [97.93536376953125, 91.02323150634766, 91.52385711669922, 99.93962860107422, 103.03856658935547, 102.19705200195312, 109.14409637451172, 111.92107391357422, 110.7828369140625, 98.99321746826172], [100.48493194580078, 103.51959991455078, 99.33834838867188, 102.55838012695312, 98.50824737548828, 102.22975158691406, 111.38510131835938, 106.72953796386719, 94.29273223876953, 108.31163024902344], [103.01161193847656, 108.71936798095703, 119.7978286743164, 109.96018981933594, 104.40666961669922, 104.27356719970703, 105.90647888183594, 113.8413314819336, 103.36250305175781, 104.24215698242188], [93.37605285644531, 96.46310424804688, 97.99794006347656, 94.19551849365234, 104.84468078613281, 89.70305633544922, 95.49634552001953, 105.8896484375, 107.04934692382812, 98.15898132324219], [118.45895385742188, 119.00688934326172, 113.99223327636719, 116.50501251220703, 118.58626556396484, 127.8385009765625, 115.26831817626953, 111.38015747070312, 119.94932556152344, 109.89176177978516], [106.65151977539062, 124.30464172363281, 110.09976959228516, 113.2913818359375, 102.61629486083984, 113.73710632324219, 123.4647216796875, 117.88758850097656, 107.57625579833984, 106.06938934326172], [104.23299407958984, 101.46373748779297, 99.58354949951172, 109.53523254394531, 100.93102264404297, 99.94215393066406, 106.0156021118164, 97.04481506347656, 100.64252471923828, 109.17378234863281], [106.85985565185547, 109.99728393554688, 95.84991455078125, 106.01374816894531, 95.34701538085938, 100.31993103027344, 103.21831512451172, 98.84276580810547, 99.3189468383789, 106.0115966796875]]"
sab_transformer,10,"[[100.9057846069336, 92.63883972167969, 102.89549255371094, 82.34015655517578, 91.20121002197266, 84.13994598388672, 104.60386657714844, 98.02674102783203, 80.15179443359375, 91.17646026611328], [99.8027572631836, 106.2154312133789, 95.3847885131836, 105.43666076660156, 85.9470443725586, 94.42330169677734, 98.77462005615234, 106.26612854003906, 103.0352783203125, 90.94575500488281], [96.71442413330078, 90.05485534667969, 112.45559692382812, 79.12678527832031, 89.7762451171875, 94.0216064453125, 91.21157836914062, 100.89250946044922, 105.53285217285156, 82.29409790039062], [102.88060760498047, 103.1337661743164, 101.1651611328125, 96.92188262939453, 106.36876678466797, 107.95909881591797, 86.25191497802734, 95.82366180419922, 94.44467163085938, 95.8360595703125], [79.93344116210938, 90.46977996826172, 107.12187957763672, 103.84363555908203, 98.27589416503906, 100.48693084716797, 112.60659790039062, 94.4785385131836, 87.09280395507812, 107.53936004638672], [83.1615219116211, 102.52033996582031, 89.20256805419922, 96.51606750488281, 87.91908264160156, 87.64278411865234, 85.24195861816406, 94.95159149169922, 99.77082824707031, 79.57366943359375], [97.84284210205078, 100.51372528076172, 103.65560913085938, 111.84896850585938, 108.34172058105469, 114.1449203491211, 104.31403350830078, 104.0527114868164, 105.09452056884766, 105.31401062011719], [101.87870788574219, 97.42345428466797, 91.79019165039062, 90.11067962646484, 97.07008361816406, 104.19019317626953, 93.7392807006836, 100.71102905273438, 98.63520812988281, 82.76298522949219], [110.7025146484375, 95.27674102783203, 100.47041320800781, 101.28447723388672, 105.55168151855469, 114.16679382324219, 103.189208984375, 89.29997253417969, 97.9088134765625, 101.23561096191406], [91.58036041259766, 88.0826416015625, 90.65449523925781, 97.21880340576172, 102.96149444580078, 104.23548126220703, 90.4310531616211, 80.34078979492188, 115.86862182617188, 85.11388397216797]]"
sab_transformer,15,"[[65.89445495605469, 59.57469177246094, 72.96401977539062, 81.31603240966797, 68.78221130371094, 62.4737663269043, 90.79197692871094, 72.00814819335938, 68.1436996459961, 68.19278717041016], [98.13072967529297, 62.891845703125, 74.3525390625, 93.61917877197266, 86.08146667480469, 84.0819091796875, 71.97270202636719, 83.01270294189453, 86.96595001220703, 78.5560531616211], [60.15669631958008, 69.55860900878906, 95.14798736572266, 90.338134765625, 72.25215911865234, 66.5568618774414, 72.87549591064453, 55.98235321044922, 70.48979949951172, 66.05838012695312], [40.78645706176758, 56.56074905395508, 74.99298858642578, 58.45184326171875, 68.23717498779297, 78.230712890625, 61.645877838134766, 63.47269058227539, 50.628631591796875, 51.414371490478516], [71.97486877441406, 64.66869354248047, 64.6253662109375, 62.51600646972656, 73.3242416381836, 72.56719970703125, 58.72760772705078, 69.56775665283203, 70.0794677734375, 79.1011734008789], [47.845191955566406, 94.48004150390625, 55.45973587036133, 53.89077377319336, 75.79056549072266, 77.93171691894531, 47.32524871826172, 51.8178825378418, 60.41423797607422, 54.40961837768555], [81.77269744873047, 45.92747497558594, 75.50874328613281, 45.54991912841797, 45.070064544677734, 86.49186706542969, 52.92940902709961, 38.84623718261719, 43.9334602355957, 61.9306755065918], [56.463863372802734, 68.75809478759766, 71.33636474609375, 63.25434494018555, 39.87968444824219, 51.92403793334961, 30.43863296508789, 42.24264907836914, 50.087913513183594, 70.46157836914062], [90.81988525390625, 89.447509765625, 72.00154876708984, 83.47975158691406, 57.559452056884766, 80.82395935058594, 81.45382690429688, 91.29448699951172, 71.84016418457031, 80.5787124633789], [52.93477249145508, 40.1046142578125, 51.4063720703125, 79.19727325439453, 32.706817626953125, 65.42022705078125, 60.86573028564453, 60.179386138916016, 36.55759811401367, 44.702537536621094]]"
sab_transformer,20,"[[86.41681671142578, 77.59152221679688, 74.88543701171875, 69.32655334472656, 65.59212493896484, 104.41392517089844, 70.52921295166016, 74.72541046142578, 81.08882904052734, 84.82882690429688], [61.76637268066406, 58.048770904541016, 48.787086486816406, 62.145103454589844, 60.45063400268555, 51.208282470703125, 49.24491500854492, 71.2667465209961, 49.03911590576172, 37.84553146362305], [50.1040153503418, 67.8238754272461, 79.06214141845703, 79.10928344726562, 69.33419799804688, 57.251068115234375, 62.27320861816406, 89.09178161621094, 75.16475677490234, 46.473106384277344], [66.8057861328125, 69.64725494384766, 74.4717025756836, 73.65122985839844, 85.09974670410156, 80.84622192382812, 70.81027221679688, 72.49683380126953, 70.75241088867188, 60.340370178222656], [61.79738998413086, 98.17904663085938, 74.41194915771484, 83.74921417236328, 66.00015258789062, 73.00321960449219, 62.3221549987793, 77.68754577636719, 76.09874725341797, 78.685791015625], [61.480037689208984, 71.42521667480469, 76.36104583740234, 85.59501647949219, 72.9482192993164, 87.04814147949219, 71.19483947753906, 86.31527709960938, 60.35404968261719, 74.4360122680664], [127.84364318847656, 75.2212142944336, 89.40534210205078, 77.95503997802734, 80.35585021972656, 69.18329620361328, 76.98464965820312, 90.4374771118164, 78.9036865234375, 92.44573211669922], [76.34490203857422, 84.39942932128906, 89.09098815917969, 81.44083404541016, 98.95014953613281, 85.5747299194336, 84.49344635009766, 90.39496612548828, 64.85716247558594, 66.77944946289062], [47.16754913330078, 51.65574645996094, 53.493370056152344, 49.78083419799805, 67.49491119384766, 63.731563568115234, 78.55589294433594, 53.6578369140625, 51.69025421142578, 55.24422836303711], [72.98480224609375, 81.3975601196289, 84.63204956054688, 84.41313934326172, 91.61444091796875, 77.44825744628906, 85.41053771972656, 79.79421997070312, 88.4249267578125, 66.28921508789062]]"
isab_transformer,5,"[[105.31456756591797, 98.22700500488281, 99.781982421875, 107.28140258789062, 93.6629867553711, 102.89729309082031, 100.0425796508789, 97.72755432128906, 101.83013153076172, 103.76493072509766], [107.35205078125, 103.26766967773438, 109.55915069580078, 106.0388412475586, 102.06214904785156, 108.55164337158203, 111.05525970458984, 102.39178466796875, 113.389404296875, 104.5943603515625], [121.91533660888672, 111.27494812011719, 109.69029998779297, 116.10176849365234, 112.711181640625, 108.48499298095703, 108.86807250976562, 107.63043975830078, 115.2330093383789, 105.69302368164062], [100.15727996826172, 101.39567565917969, 105.67566680908203, 95.75562286376953, 104.06917572021484, 108.75068664550781, 102.257568359375, 105.89757537841797, 97.19998931884766, 105.6823959350586], [93.97501373291016, 100.59998321533203, 101.63894653320312, 87.19596099853516, 109.59973907470703, 109.92002868652344, 113.72037506103516, 104.34143829345703, 102.86285400390625, 102.34740447998047], [103.69725036621094, 95.27018737792969, 100.21868896484375, 98.02471923828125, 98.97048950195312, 99.67425537109375, 104.2846450805664, 98.84217834472656, 116.34062194824219, 106.26481628417969], [102.27266693115234, 95.06100463867188, 98.9906234741211, 98.96765899658203, 95.0535888671875, 95.02908325195312, 102.0651626586914, 102.7094497680664, 92.96744537353516, 98.27936553955078], [100.76599884033203, 98.61515045166016, 107.14558410644531, 104.65542602539062, 98.17060852050781, 109.22290802001953, 106.56410217285156, 94.682861328125, 105.85359191894531, 99.39015197753906], [110.49252319335938, 102.87857055664062, 96.1248550415039, 104.83142852783203, 101.0324478149414, 104.24836730957031, 97.86256408691406, 103.208251953125, 106.74701690673828, 105.37631225585938], [101.84587860107422, 103.31468200683594, 110.78010559082031, 106.58483123779297, 104.24935913085938, 102.02935028076172, 99.7094955444336, 102.9867935180664, 104.29814147949219, 110.64729309082031]]"
isab_transformer,6,"[[98.03919219970703, 109.75881958007812, 111.31843566894531, 105.4341812133789, 105.62083435058594, 104.35832977294922, 104.58740234375, 110.28068542480469, 106.92326354980469, 92.84205627441406], [106.0882568359375, 107.89993286132812, 109.23008728027344, 117.54586791992188, 120.54337310791016, 112.01248931884766, 120.29733276367188, 101.15887451171875, 116.7005844116211, 116.56512451171875], [99.67171478271484, 99.19839477539062, 108.99455261230469, 106.05815887451172, 111.93754577636719, 115.2216796875, 106.86466979980469, 103.2065658569336, 111.1791763305664, 114.97301483154297], [105.4979248046875, 101.04302215576172, 99.78306579589844, 110.74830627441406, 113.40953063964844, 104.99264526367188, 105.63062286376953, 97.21355438232422, 115.23098754882812, 105.89076232910156], [91.40362548828125, 103.87702941894531, 112.66082000732422, 110.08154296875, 93.57288360595703, 92.44731903076172, 103.19192504882812, 103.54440307617188, 94.20561218261719, 102.15044403076172], [96.11014556884766, 102.42562103271484, 102.37682342529297, 104.46694946289062, 100.85940551757812, 98.31884002685547, 100.1788330078125, 111.96178436279297, 111.72754669189453, 100.47749328613281], [99.3690414428711, 91.00485229492188, 81.8313217163086, 108.70514678955078, 94.40235137939453, 101.46284484863281, 106.02047729492188, 87.98699188232422, 110.6772232055664, 90.38312530517578], [97.2701416015625, 118.85720825195312, 93.8095703125, 94.92601013183594, 104.84270477294922, 106.71060943603516, 103.58971405029297, 106.93685150146484, 96.05360412597656, 101.9184341430664], [108.01631164550781, 105.98985290527344, 99.54837036132812, 105.21654510498047, 110.44428253173828, 98.29778289794922, 99.00072479248047, 99.6058578491211, 96.20770263671875, 107.8018569946289], [114.60051727294922, 117.82341766357422, 104.31108093261719, 104.63024139404297, 102.8993911743164, 103.62112426757812, 107.4317398071289, 104.01832580566406, 100.65403747558594, 121.51435852050781]]"
isab_transformer,10,"[[92.40462493896484, 109.68386840820312, 89.51506805419922, 112.22311401367188, 109.23796844482422, 101.10411071777344, 90.88217163085938, 88.77685546875, 99.84880065917969, 102.87743377685547], [107.55301666259766, 111.72264099121094, 107.82565307617188, 99.43206024169922, 109.83393096923828, 87.28450012207031, 102.19869232177734, 102.31048583984375, 107.31166076660156, 98.32331848144531], [103.231201171875, 96.49728393554688, 106.99639892578125, 72.02008819580078, 100.36625671386719, 98.62036895751953, 99.21561431884766, 99.43453216552734, 110.36701965332031, 89.8576431274414], [108.23171997070312, 96.59446716308594, 97.33100128173828, 120.64997100830078, 101.71160125732422, 96.88666534423828, 110.66586303710938, 100.0566177368164, 111.05807495117188, 96.54698944091797], [84.89897918701172, 91.48861694335938, 88.1860122680664, 96.80999755859375, 82.73151397705078, 89.82353210449219, 98.92839813232422, 99.38212585449219, 95.52178955078125, 88.44733428955078], [83.80238342285156, 99.80325317382812, 92.34675598144531, 104.55302429199219, 83.18816375732422, 92.21353912353516, 91.46350860595703, 85.49453735351562, 111.4205093383789, 87.67574310302734], [82.13749694824219, 79.07107543945312, 90.76292419433594, 73.65800476074219, 92.34461975097656, 99.17777252197266, 82.30438995361328, 103.37020874023438, 102.93939971923828, 86.75720977783203], [101.31443786621094, 100.27472686767578, 87.82685089111328, 92.65328216552734, 93.50569152832031, 100.54647064208984, 95.47224426269531, 91.22514343261719, 94.92984008789062, 104.0501480102539], [101.10614776611328, 89.62268829345703, 100.62244415283203, 99.5616455078125, 94.87879943847656, 110.36753845214844, 103.84773254394531, 94.76068878173828, 98.45034790039062, 95.53974914550781], [92.43781280517578, 83.15989685058594, 92.62417602539062, 102.02496337890625, 95.64469909667969, 109.57049560546875, 86.10624694824219, 83.48574829101562, 124.5132827758789, 94.94615173339844]]"
isab_transformer,15,"[[99.24405670166016, 87.87313079833984, 101.37505340576172, 103.42874908447266, 85.24849700927734, 95.45447540283203, 84.79286193847656, 96.62890625, 93.558837890625, 83.15516662597656], [84.38208770751953, 69.1358642578125, 58.565185546875, 94.82524871826172, 66.05303955078125, 58.32468795776367, 46.25947570800781, 71.75418853759766, 66.06182098388672, 55.9375114440918], [36.59436798095703, 60.60615921020508, 61.7127685546875, 63.290313720703125, 64.34052276611328, 44.01332473754883, 78.92453002929688, 81.68762969970703, 65.20346069335938, 62.2447509765625], [47.110107421875, 64.84615325927734, 73.95270538330078, 61.679203033447266, 74.8782958984375, 75.562255859375, 75.75981140136719, 72.77479553222656, 65.3783950805664, 59.58998107910156], [52.516944885253906, 49.254249572753906, 52.42472839355469, 65.01435852050781, 47.3882942199707, 63.136287689208984, 65.14078521728516, 60.241355895996094, 67.61632537841797, 69.66171264648438], [51.6139030456543, 76.4483413696289, 55.29386901855469, 31.07496452331543, 49.75239562988281, 51.56703186035156, 60.95631408691406, 35.12036895751953, 53.530029296875, 57.55153274536133], [73.64867401123047, 66.11184692382812, 75.39111328125, 61.75516128540039, 71.23295593261719, 61.62965393066406, 44.13842010498047, 64.55809783935547, 49.39175033569336, 66.69854736328125], [57.55665969848633, 67.31918334960938, 64.08746337890625, 64.89509582519531, 62.82392883300781, 55.135982513427734, 35.630027770996094, 41.6036491394043, 46.53785705566406, 74.88324737548828], [83.46019744873047, 96.93159484863281, 60.652130126953125, 49.54872131347656, 55.93879318237305, 72.51660919189453, 85.99726104736328, 87.12285614013672, 77.41343688964844, 86.52616119384766], [66.71016693115234, 57.53496170043945, 56.37936782836914, 52.09392166137695, 74.60076141357422, 67.65364074707031, 77.36946868896484, 61.00434494018555, 67.04059600830078, 69.92935180664062]]"
isab_transformer,20,"[[73.59664916992188, 66.45843505859375, 79.62337493896484, 64.13944244384766, 55.51484298706055, 71.5618667602539, 80.45950317382812, 74.3388900756836, 71.83908081054688, 58.950897216796875], [71.20784759521484, 93.13353729248047, 67.68585205078125, 89.42285919189453, 68.74858856201172, 106.1508560180664, 79.65165710449219, 88.00251007080078, 73.49536895751953, 74.06257629394531], [62.55229187011719, 64.6951904296875, 75.3127670288086, 67.0092544555664, 80.22777557373047, 60.408504486083984, 63.21500778198242, 83.88847351074219, 90.14063262939453, 75.94744110107422], [75.732666015625, 87.20206451416016, 68.7262191772461, 93.43051147460938, 75.53208923339844, 66.09430694580078, 74.45526885986328, 88.94879913330078, 101.81676483154297, 81.74346923828125], [59.147159576416016, 68.17171478271484, 61.6512565612793, 59.1433219909668, 60.7451057434082, 71.10563659667969, 47.01705551147461, 66.06780242919922, 74.12464904785156, 69.06549835205078], [47.3582763671875, 84.05648040771484, 58.60696792602539, 86.1773681640625, 79.79910278320312, 76.76322937011719, 81.4892578125, 72.1229476928711, 70.71400451660156, 76.00736236572266], [105.3979263305664, 68.56492614746094, 80.28802490234375, 60.82198715209961, 85.96406555175781, 73.63794708251953, 67.4889907836914, 68.55237579345703, 75.86295318603516, 98.27027130126953], [77.2484359741211, 92.20059967041016, 101.25874328613281, 78.49252319335938, 86.81266021728516, 71.7770004272461, 83.37202453613281, 75.77730560302734, 92.9127426147461, 61.039180755615234], [71.92261505126953, 67.27156829833984, 52.578311920166016, 72.1592025756836, 72.63250732421875, 66.03251647949219, 64.15689086914062, 46.45538330078125, 57.798770904541016, 66.05951690673828], [55.71942138671875, 81.00538635253906, 89.64453125, 74.18634796142578, 76.1829605102539, 67.80535125732422, 74.64002990722656, 86.68972778320312, 77.59091186523438, 84.22272491455078]]"
